X,Y,Depth_m,Arsenic_lab
259965.6302,2631815.822,21,229
259996.0775,2631702.628,21,321
260015.3375,2631837.158,15,176
259968.675,2631692.002,14,475
257235.48,2632479.998,18,10
257122.6347,2632439.453,14,85
257114.8247,2632478.367,14,112
257240.0193,2632446.68,11,44
257260.16,2632431.605,11,70
257288.4197,2632396.005,11,134
257279.6502,2632377.758,13,91
257256.9402,2632343.013,18,37
257236.1293,2632415.387,14,119
257254.288,2632385.497,18,69
257301.3995,2632355.232,14,120
257205.3195,2632305.097,15,117
257200.4698,2632319.916,15,75
257206.3406,2632262.641,14,88
257371.086,2632461.103,14,100
257434.6325,2632498.819,15,196
257511.8292,2632541.848,15,124
257428.6699,2632550.666,14,77
257459.199,2632644.34,14,19
257501.1099,2632510.669,14,67
257531.4438,2632598.806,14,75
257558.7847,2632502.279,14,124
257494.9615,2632551.439,14,148
257524.0661,2632560.148,14,65
257164.2471,2629345.359,18,48
257150.3689,2629332.738,14,25
257104.6089,2629340.818,14,131
257161.2446,2629373.111,18,103
257109.097,2629401.687,21,21
257054.5887,2629398.944,14,33
257105.3834,2629387.012,18,107
257064.7532,2629396.89,18,24
257099.6755,2629448.051,14,58
257091.8838,2629390.895,21,70
257113.1434,2629442.285,18,61
257101.9871,2629385.185,14,32
257119.4491,2629410.821,14,41
257065.1247,2629419.045,14,43
257055.3002,2629441.371,12,13
257033.6185,2629462.123,14,46
257082.6481,2629448.337,23,66
257115.5881,2629484.683,14,7
257105.7635,2629507.009,14,6
257093.5258,2629488.82,14,7
257006.8894,2629492.046,18,44
257031.0809,2629517.569,14,48
257047.6437,2629489.59,14,30
257051.72,2629531.96,14,18
256997.7154,2629553.144,14,63
256987.6439,2629560.737,18,86
257093.5869,2629595.859,14,26
257129.4589,2629502.955,15,34
256963.733,2629551.941,14,63
257073.7524,2629526.051,23,61
257023.577,2629574.871,18,85
257003.7741,2629610.329,9,12
256968.2128,2629618.35,9,43
257016.5711,2629661.862,18,61
257019.8429,2629656.266,19,15
257013.0413,2629658.153,29,29
257027.2835,2629595.198,18,13
257016.2608,2629643.362,14,49
256987.336,2629645.731,18,51
256979.2774,2629773.294,18,252
256997.5415,2629743.402,14,7
257001.1849,2629759.962,18,23
256949.5878,2629827.312,18,53
257003.1654,2629774.666,24,8
256946.1313,2629925.212,15,6
256949.4335,2629818.118,14,6
256943.5408,2629868.08,14,11
257018.7379,2629791.026,24,12
257005.3658,2629905.825,11,12
256891.8182,2629824.625,14,15
256945.8841,2629910.479,14,6
256967.9475,2629906.452,27,40
256958.3707,2629943.512,20,13
256948.4223,2629958.416,14,32
256943.3244,2629958.502,14,10
256969.1854,2629980.229,14,115
256983.7987,2629939.428,14,38
257059.5845,2629897.491,14,102
257007.1514,2629914.992,11,85
257089.0571,2629933.895,14,110
256241.241,2634092.35,18,108
256231.2251,2634000.216,23,128
256233.373,2634127.609,21,35
256310.1337,2633945.365,23,23
256321.7159,2633924.782,18,52
256309.4167,2633902.827,13,96
256305.4313,2633865.995,18,126
256232.7828,2633893.038,18,55
256234.3606,2633883.815,18,63
256230.6551,2633863.599,21,97
256221.9679,2633856.322,18,139
256571.3875,2633111.68,12,97
256367.6741,2633124.417,21,72
256442.5697,2633030.742,11,19
256432.9209,2632857.38,14,34
256387.1426,2632863.691,14,38
256419.7893,2632888.96,9,7
256383.8932,2632876.6,9,34
256511.3074,2632771.071,9,374
256381.3294,2632821.239,9,524
256606.7387,2633188.65,9,80
256689.394,2632853.064,14,121
256629.3502,2632920.558,9,9
256782.1864,2632810.837,9,24
256739.7559,2632913.161,9,11
256629.6595,2632938.947,9,6
256707.5651,2632921.016,9,6
256633.4366,2632957.389,9,13
256757.6544,2633067.99,18,38
256653.0604,2633117.729,14,27
256723.8242,2633081.413,14,56
256690.4705,2633117.1,14,16
256686.6091,2633087.579,12,16
256622.821,2633138.516,17,37
256653.4648,2633141.768,21,58
256756.1007,2632975.603,9,17
256720.4865,2632979.969,9,8
256727.9279,2633022.284,14,53
256754.4312,2632979.399,9,36
256751.533,2633007.149,9,18
256798.7556,2632989.734,9,21
256707.7882,2632631.139,9,164
256702.2553,2632605.303,9,20
256825.4511,2632654.979,9,15
256880.6534,2632705.798,9,73
256810.9052,2632699.547,9,40
256866.2304,2632757.677,9,109
256855.8505,2632746.771,9,33
256938.6066,2632714.022,9,29
256891.264,2632827.508,9,8
256973.9475,2632796.533,9,49
256677.6165,2632759.075,9,144
256880.1752,2632877.558,9,108
256863.7974,2632813.122,9,82
256819.7835,2632821.286,9,90
256860.3106,2632805.867,9,50
256908.5262,2632847.496,9,149
256917.6473,2632880.585,9,8
256922.6194,2632873.077,9,128
256919.7267,2633004.322,9,52
257061.9576,2632876.277,9,66
256847.7201,2632966.749,9,23
256993.7941,2632964.295,9,91
256949.5628,2632959.497,9,41
257059.3695,2632922.527,9,77
257004.2668,2632980.74,9,12
257079.5735,2633014.49,9,55
257096.6284,2633016.087,9,46
257070.8655,2632999.899,9,82
257031.2077,2633067.049,9,20
256979.7433,2633038.328,9,74
257146.2965,2633041.071,9,45
257018.7231,2633034.017,11,155
256980.0224,2633054.945,9,218
256917.3294,2633165.033,9,95
256917.2047,2633157.611,9,144
257012.7275,2632980.598,9,107
256910.4365,2633161.381,23,50
256947.9395,2633166.291,11,6
256951.5212,2633179.195,9,33
256945.2946,2633312.269,23,6
256971.1989,2633239.809,24,13
257109.3305,2633062.081,9,25
257038.5026,2633094.629,9,107
257055.0833,2633074.072,14,144
257086.3447,2633114.103,9,137
257073.9621,2633081.069,15,98
257040.1652,2633096.484,14,63
257055.3921,2633092.461,9,217
257110.7554,2633146.935,9,90
256967.5521,2633119.866,14,185
257160.5477,2633179.341,9,144
257089.0394,2633171.345,14,103
257070.3854,2633171.658,9,63
257025.0733,2633205.661,9,21
257140.2539,2633185.222,9,146
257094.9733,2633221.108,9,221
257110.0457,2633207.891,9,33
257073.5802,2633361.861,9,37
257125.0911,2633296.284,9,101
257203.9565,2633335.626,9,77
257126.824,2633296.255,14,27
257117.5897,2633250.314,14,16
257081.4775,2633224.992,15,8
257106.5006,2633300.364,9,19
256929.0164,2633356.865,18,73
256865.4105,2633315.495,9,9
256627.5618,2633214.229,18,60
256571.5911,2633220.711,9,45
256851.7505,2632399.68,15,86
256747.3941,2632360.768,15,151
256908.1545,2632315.627,12,15
256780.1088,2632280.88,14,100
256890.6651,2632288.219,23,175
256779.2753,2632334.414,17,176
256696.3874,2632256.359,14,102
256806.9458,2632263.808,15,180
256820.5426,2632259.812,11,50
256789.465,2632230.859,14,299
256834.0968,2632156.201,14,21
256757.7654,2632164.908,9,87
256668.7965,2632234.661,9,16
256678.1524,2632184.64,9,119
256669.3554,2632267.894,9,326
256626.2027,2632224.297,16,653
256630.5247,2632178.128,18,422
256654.2086,2632070.579,14,11
256665.5682,2632042.686,30,367
256885.2994,2631968.852,14,36
256614.8906,2632158.002,12,358
256634.4722,2632109.693,15,321
256631.2857,2632126.368,15,352
256490.7597,2632053.051,15,332
256620.7188,2632104.384,15,200
256451.5041,2632144.13,15,289
256608.4649,2632182.156,15,312
256608.4649,2632182.156,18,13
256442.8478,2632138.736,14,213
256529.1256,2632115.122,18,168
256575.5288,2632145.811,18,360
256701.759,2632169.506,14,88
256594.0836,2632036.464,14,219
256516.6182,2632074.777,14,269
256463.4777,2632049.742,17,336
255431.9476,2631755.103,14,6
255551.8832,2631810.254,15,169
255496.2196,2631835.24,17,218
255393.6196,2631798.191,18,136
255363.8329,2631743.29,18,346
255342.9139,2631712.285,21,288
255379.8815,2631691.271,14,210
255491.8982,2631682.065,17,245
255268.5694,2631639.632,20,298
255256.0179,2631602.945,17,227
255474.2266,2631638.04,17,237
255465.2168,2631708.334,17,167
255534.0653,2631660.964,23,208
255339.4318,2631608.849,17,217
255422.1304,2631572.435,17,218
255389.359,2631648.671,18,192
255538.7266,2631635.067,10,227
255521.038,2631692.653,27,23
255636.4488,2631685.164,30,203
255844.2648,2631714.899,21,506
255799.6126,2631582.683,23,238
255347.3239,2631671.543,14,296
255316.1308,2631738.556,18,312
255266.0329,2631791.151,18,167
255267.7411,2631693.167,23,239
255311.1428,2631642.569,18,266
255257.4229,2631686.028,20,321
255238.4539,2631667.844,14,331
255267.773,2631695.05,18,541
255286.9056,2631716.888,14,524
255286.9056,2631716.888,14,241
255223.0215,2631762.292,21,62
255236.8764,2631677.068,14,128
255343.545,2631653.102,14,243
255349.5964,2631606.904,17,239
255347.8475,2631503.438,20,204
255417.7819,2631616.832,14,218
255364.8884,2631606.645,18,231
255198.8147,2631633.388,11,246
255326.7868,2631566.623,18,192
255183.9996,2631565.38,18,326
255328.5817,2631570.249,18,185
255308.0369,2631561.399,18,13
255303.2524,2631579.985,23,205
255325.3748,2631579.611,23,165
255355.3333,2631542.095,21,229
255339.1209,2631590.46,12,61
255408.0951,2631550.511,18,199
255401.0376,2631633.736,18,356
255376.1885,2631774.44,18,198
255383.3795,2631693.096,18,206
255349.6582,2631610.559,18,170
255443.5791,2631634.79,18,202
255357.309,2631562.45,18,213
255118.6334,2631716.078,18,334
255083.8796,2631572.615,18,114
255046.8645,2631693.247,12,232
255042.726,2631551.149,24,12
254990.3007,2631568.658,23,188
254919.4329,2631394.337,15,462
254896.7475,2631361.478,21,282
254881.2676,2631350.66,14,247
254771.4843,2631389.529,14,286
254822.4884,2631390.438,15,326
254865.5511,2631223.496,14,92
254812.4555,2631303.845,15,146
254729.2215,2631404.983,18,286
254811.9502,2631370.339,15,327
254771.6081,2631396.841,11,345
254755.3775,2631341.711,14,446
254705.9405,2631337.008,15,332
254713.8791,2631299.974,14,478
254675.2,2631328.332,18,386
254820.3006,2631261.272,18,297
254729.5468,2631321.871,14,272
254775.2721,2631215.828,20,301
254787.0302,2631307.932,20,129
254848.9327,2631247.823,14,195
254815.6084,2631285.286,14,528
254754.2393,2631376.857,20,600
254782.6976,2631250.828,18,336
254831.7815,2631240.689,20,261
254786.6992,2631186.048,17,239
254803.9762,2631200.604,14,109
254890.5883,2631298.865,14,124
254838.2861,2631323.685,14,41
254830.9008,2631285.027,18,474
254851.3224,2631286.565,17,425
254861.2359,2631269.776,14,136
254803.7442,2631289.255,18,341
254641.514,2631242.14,14,272
254667.313,2631260.097,14,305
254629.1165,2631214.648,14,260
254656.7779,2631143.926,18,264
254647.1462,2631177.332,23,334
254704.7139,2631060.007,23,328
254687.3629,2631143.408,23,362
254658.3118,2631234.431,21,85
254631.3223,2631146.241,23,183
254628.94,2631101.958,17,298
254621.7958,2631083.574,23,279
254578.5012,2631038.211,23,224
254583.6288,2631039.897,29,42
254562.1792,2631278.5,23,174
254531.7523,2631288.324,18,156
254486.0113,2631194.912,21,195
254580.6609,2631165.605,18,170
254476.704,2631145.206,18,115
254493.7836,2631154.114,15,48
254497.1757,2631251.9,20,21
254555.1734,2631166.037,23,46
254447.7162,2631239.885,14,198
254458.445,2631174.991,9,17
254549.7942,2631149.507,18,148
254564.4293,2631110.476,23,87
254808.2344,2631355.664,14,279
254742.8064,2631201.64,20,63
254777.4248,2631138.225,14,121
254806.2766,2631137.736,17,205
254730.9223,2631102.113,17,296
254740.0091,2631138.859,17,140
254722.67,2631120.648,17,264
254705.904,2631130.24,17,195
254765.4347,2631134.771,17,331
254772.3273,2631138.311,17,554
254584.2671,2630975.285,26,218
254554.6956,2630933.346,27,302
254514.2906,2630956.193,18,177
254452.6379,2631031.038,14,146
254472.4344,2630995.686,18,138
254447.7283,2631042.202,18,163
254471.3889,2631036.26,18,133
254576.2427,2631001.239,18,348
254542.9851,2630946.399,20,195
254620.1493,2630884.146,20,161
254548.5222,2630972.234,21,84
254484.8324,2631023.178,18,265
254500.4884,2631146.576,18,156
254544.5624,2630937.175,20,69
254477.3865,2630884.793,18,231
254493.2109,2630915.884,20,114
254514.7648,2631284.845,20,198
254412.717,2630884.006,14,182
254421.3253,2630688.061,20,25
254429.911,2630791.411,21,109
254433.0876,2630780.276,21,56
254430.3267,2631020.335,17,218
254362.0513,2630999.332,14,10
254295.783,2631000.456,21,205
254360.976,2631038.133,23,131
254315.9232,2630985.377,18,106
254363.0247,2630960.532,18,125
254359.5983,2630956.933,14,87
254391.1971,2630913.957,18,132
254417.1229,2630939.336,23,184
254389.4639,2630913.987,18,95
254274.4225,2630943.641,27,112
254458.9092,2630901.728,24,132
254487.883,2631004.621,23,106
254238.6454,2630938.708,14,81
254293.5798,2630972.791,14,57
254292.5686,2631015.359,27,200
254127.6574,2631008.851,18,122
254154.3162,2630879.195,14,23
254706.6211,2630570.643,18,318
254794.3138,2630630.102,23,191
254794.22,2630624.564,23,141
254739.4634,2630606.986,23,157
254825.8879,2630489.173,23,207
254823.041,2630622.192,23,111
254784.5875,2630657.969,23,130
254802.337,2630604.037,23,128
254781.8843,2630600.727,23,105
254832.1429,2630557.436,23,95
254816.6622,2630546.617,23,168
254778.1447,2630578.629,23,126
254825.1175,2630642.435,23,134
254821.0515,2630703.448,21,83
254774.8612,2630685.836,21,19
254846.853,2630721.516,14,107
254843.0734,2630703.075,21,100
254895.2843,2630672.716,14,81
254809.9502,2630650.116,14,102
254884.1059,2630717.229,14,79
254894.6444,2630737.329,14,91
254830.4834,2630760.577,12,83
254800.3047,2630785.133,14,98
254796.8146,2630777.768,18,124
254909.9992,2630740.725,18,113
254838.1969,2630415.055,23,68
254892.7984,2630423.439,18,156
254931.5182,2630300.894,15,157
255064.0288,2630296.769,18,40
255047.5025,2630326.634,18,442
255058.0091,2630344.85,14,148
255061.1244,2630330.06,18,90
254880.6021,2630305.413,23,149
255090.2053,2630336.992,18,137
255134.0392,2630317.746,17,113
255151.5022,2630343.269,17,121
255153.1035,2630341.469,17,113
255178.5287,2630337.272,18,86
255183.8456,2630350.147,18,106
255209.9898,2630388.488,18,67
255181.6366,2630418.553,18,89
255186.828,2630424.005,18,95
255174.6802,2630411.246,22,70
255174.1183,2630378.013,18,146
255135.4123,2630398.946,18,127
255130.1272,2630387.954,18,136
255129.6589,2630360.26,18,114
255087.4883,2630381.362,18,87
255101.9067,2630329.37,15,137
255117.3255,2630336.534,17,127
255209.3663,2630351.599,17,80
255219.53,2630349.543,17,94
255224.1596,2630321.763,17,82
255243.3557,2630347.257,18,242
255292.4447,2630337.23,24,281
255258.4936,2630337.804,24,348
255259.9058,2630324.816,24,232
255252.9277,2630310.196,18,47
255253.9974,2630276.935,21,185
255260.2803,2630346.971,29,383
255282.3428,2630342.941,17,38
255282.6854,2630363.213,14,42
255293.0681,2630374.119,14,30
255292.7573,2630355.73,18,41
255281.4685,2630291.209,23,117
255308.8161,2630298.171,18,38
255302.3913,2630322.325,23,141
255322.6251,2630312.675,20,46
255319.1053,2630303.537,20,46
255368.5687,2630315.666,20,57
255341.3466,2630316.126,18,193
255371.8397,2630310.07,20,37
255361.9249,2630326.859,20,43
255464.3658,2630251.22,15,119
255487.9662,2630241.624,23,81
255528.5915,2630231.631,18,94
255573.0273,2630241.961,18,152
255573.6621,2630182.89,23,267
255567.2452,2630201.503,18,156
255604.1555,2630176.835,14,235
255604.3107,2630186.029,14,32
255621.5243,2630196.82,23,261
255609.8758,2630213.637,17,123
255612.2017,2630248.724,21,182
255626.5095,2630292.806,23,142
255696.5085,2630210.403,30,197
255770.2849,2630146.33,14,200
255637.8668,2630155.988,14,17
255636.3504,2630168.868,14,94
255654.3752,2630227.735,14,27
255806.7922,2630097.735,18,190
255847.5431,2630095.164,14,226
255939.0241,2630077.001,18,179
255854.1785,2629980.588,27,311
258665.8029,2633056.305,17,22
258657.9283,2633091.562,23,448
258663.2098,2633102.554,14,85
258686.7442,2633089.197,23,68
258722.5448,2633096.024,23,221
258741.4226,2633103.022,14,241
258719.1182,2633092.314,14,100
258673.9577,2633135.617,14,225
258782.9979,2633150.419,14,132
258769.1226,2633137.686,14,53
258777.1622,2633106.193,14,48
258790.5642,2633096.662,14,61
258816.6942,2633135.009,14,64
258815.0241,2633138.804,14,250
258847.1523,2633127.188,14,25
258900.3435,2633057.934,14,33
258877.1155,2633089.679,14,99
258869.8243,2633062.099,14,78
258837.4913,2633055.325,14,72
258899.3589,2633096.732,14,89
258912.8237,2633090.967,14,294
258917.3351,2633055.767,14,41
258936.1127,2633062.878,18,164
258931.0474,2633064.846,18,118
258947.4852,2633029.446,18,68
258965.1229,2633066.051,14,142
258959.3192,2633023.709,14,69
258906.8962,2633041.203,18,197
258896.4572,2633026.64,18,292
258882.069,2632977.018,18,284
258897.204,2632967.458,14,97
258914.3098,2632978.253,14,242
258916.9448,2632928.346,18,748
258942.2143,2632915.072,14,728
258957.8232,2633141.964,14,204
258964.1999,2633010.663,14,134
258980.5986,2632979.032,21,184
259016.152,2632971.016,18,194
258999.7846,2633004.53,18,172
258774.6368,2632954.764,14,349
258779.2403,2632925.102,21,225
258782.2661,2632904.774,14,389
259006.575,2633008.184,18,165
258993.7856,2633054.493,14,321
259014.1724,2633054.153,18,281
259028.8479,2633017.01,29,212
259037.7089,2633040.907,18,106
259044.9685,2633066.604,14,130
259044.2617,2633024.177,18,223
259045.9318,2633020.382,18,220
259115.5528,2633019.223,18,257
259096.5926,2633001.145,22,138
259130.5367,2633000.579,14,73
259068.9758,2632977.56,23,178
259076.8514,2632942.303,14,779
259064.9975,2632940.728,14,484
259025.9764,2632948.691,14,390
258933.7119,2633016.712,14,107
259159.753,2633022.254,18,321
259147.6815,2633007.607,18,233
259155.8358,2632989.077,14,89
259181.7178,2633012.58,18,237
259212.3293,2633013.955,18,254
259212.8027,2632938.266,18,337
259170.3569,2632942.63,18,256
259181.135,2632977.576,14,492
259182.2224,2632938.776,18,496
259214.1571,2632921.623,18,755
259224.4114,2632925.109,18,689
259210.6384,2632912.374,18,238
259226.0521,2632919.541,14,632
259140.8638,2632904.339,14,290
259156.7682,2632940.972,18,520
259138.5656,2632974.517,11,105
259121.3992,2632960.066,18,109
259114.9699,2632984.218,18,161
259114.2615,2632941.68,23,203
259109.8104,2632980.536,18,82
258197.7916,2634031.794,15,9
258273.3742,2633978.894,21,67
258308.4366,2634039.251,18,6
258456.6268,2634164.202,18,10
258602.4979,2634351.909,8,9
258600.9546,2634460.968,9,17
258596.5669,2634503.481,9,26
258588.7883,2634342.941,11,7
258671.6208,2634321.281,17,12
258789.1447,2634435.666,9,16
259002.9818,2634627.783,14,6
258826.2885,2634627.073,18,7
258825.1417,2634662.218,15,6
258797.8454,2634651.593,14,11
258756.7065,2634630.118,15,7
258755.1961,2634539.614,14,8
258753.2175,2634524.91,18,9
258841.2914,2634713.584,14,8
258927.7181,2634595.796,15,24
258946.4558,2634802.358,14,191
258945.5634,2634748.854,15,149
258936.2636,2634802.528,18,208
258945.0316,2634820.887,26,14
258877.489,2634744.449,15,25
258855.4424,2634742.933,15,199
258864.9184,2634803.718,23,187
258870.9386,2634859.021,12,98
258855.619,2634857.393,9,35
258828.2211,2634846.769,14,232
258906.7958,2634869.503,12,20
258904.6622,2634845.494,15,25
259105.7976,2634777.54,14,31
259082.8398,2634831.442,27,8
258986.1383,2634840.478,23,23
258900.1519,2634880.695,14,29
258910.3126,2634878.642,15,18
258875.4423,2634927.313,17,11
258859.9693,2634916.491,14,32
255607.9913,2632614.55,26,6
255498.4896,2632470.466,14,274
255568.272,2632478.595,14,258
255636.0471,2632464.485,14,6
255625.8213,2632462.774,14,321
255805.1831,2632517.034,11,141
255594.6291,2632529.786,11,140
255784.9822,2632528.455,11,79
255783.7485,2632558.062,14,144
255749.178,2632521.636,9,109
255744.081,2632521.722,9,110
255892.5178,2632556.226,14,64
255820.3806,2632511.237,9,136
255809.1081,2632550.21,12,130
255751.1239,2632739.563,20,184
255798.5084,2632526.343,14,232
255940.1149,2632560.964,9,53
255827.192,2632612.733,9,11
255818.5656,2632609.111,12,232
255748.412,2632578.936,14,335
255655.8691,2632635.903,9,172
255835.653,2632612.59,9,172
255821.6894,2632588.78,9,197
255904.3004,2632650.214,10,72
255849.5212,2632630.75,9,115
255801.2833,2632690.736,9,176
255919.4978,2632644.418,14,264
255866.4515,2632624.924,9,159
255919.965,2632672.112,9,171
255924.4695,2632636.91,18,298
255659.1001,2632320.045,9,9
255571.1232,2632345.576,11,12
255560.7719,2632336.443,18,55
255611.8061,2632339.349,14,29
255642.9178,2632370.182,14,213
255693.1718,2632326.894,9,396
255685.5936,2632282.699,9,183
255690.5653,2632275.19,23,215
255667.7165,2632329.097,18,230
255707.1976,2632354.359,18,479
255593.132,2632441.165,9,13
255639.224,2632453.351,14,25
255712.7509,2632477.927,12,117
255614.6617,2632405.786,9,349
255700.0758,2632433.818,9,252
255636.5237,2632396.108,14,507
255678.0183,2632437.958,9,17
255609.1416,2632483.445,14,7
255745.5749,2632410.888,9,9
255627.2652,2632451.669,9,21
255759.1233,2632506.73,9,6
255823.7143,2632708.751,9,301
255711.3303,2632496.456,14,173
255721.2756,2632481.551,9,251
255751.8258,2632479.151,9,9
255833.0655,2632459.275,9,63
255780.4878,2632467.587,9,118
255592.2411,2632491.044,9,6
255797.3681,2632561.489,9,8
255778.9502,2632473.153,14,80
255827.2339,2632518.545,14,659
255768.4576,2632558.32,14,281
255799.9609,2632509.698,14,190
255811.8177,2632511.381,14,170
255816.2185,2632566.711,14,6
255852.9992,2632534.732,14,64
255827.6078,2632540.7,14,213
255861.2182,2632514.204,14,390
255839.8451,2632558.888,17,558
255879.6673,2632604.423,14,349
255897.3643,2632541.296,14,309
255926.6187,2632564.848,17,392
255884.8577,2632609.876,14,102
255893.8561,2632635.542,11,131
255927.441,2632915.764,9,8
255915.9388,2632838.392,9,6
255953.9109,2632472.085,9,135
255903.5017,2632506.177,17,98
256084.6861,2632565.839,9,46
255781.8285,2632547.014,18,78
256018.5826,2632576.261,14,112
256012.1461,2632496.921,14,82
256072.1055,2632527.268,14,99
255934.519,2632531.472,14,138
256114.0335,2632594.93,14,127
256062.4286,2632654.861,14,110
256103.0286,2632746.59,9,36
256089.314,2632737.513,9,43
256132.5307,2632784.875,9,11
256233.6455,2632831.151,14,64
256132.5307,2632784.875,18,89
256295.6307,2632782.127,14,33
256211.9303,2632855.562,18,78
256145.3593,2632838.179,9,20
256213.9731,2632873.922,27,41
256312.3508,2632866.724,9,64
256266.5109,2632869.38,14,73
256275.9751,2632922.741,14,46
256269.3638,2632935.817,14,35
256282.2681,2632896.816,9,49
256368.0613,2632941.578,18,68
256124.4434,2632807.173,14,50
256332.7083,2632864.608,9,28
256382.9921,2632823.095,14,79
256219.3698,2633097.331,23,244
256382.9547,2633020.666,27,52
256481.2175,2633303.454,18,106
256516.0047,2633958.518,17,405
256535.5195,2633906.442,23,494
256504.1089,2633960.492,18,573
256386.2372,2633923.694,23,350
256340.2052,2633811.889,18,207
256345.5182,2633824.653,14,252
256443.0901,2633763.949,21,271
256506.687,2633810.858,18,247
256388.8775,2633777.827,14,78
256422.7656,2633767.948,17,328
256403.656,2633844.062,14,31
256435.5759,2633723.409,23,229
256425.6411,2633841.808,23,111
256329.0029,2632039.153,23,239
256376.5169,2632032.812,23,317
256258.8778,2632010.748,14,204
256395.6069,2632058.309,14,126
256431.683,2631978.253,9,12
256503.5347,2631903.246,23,285
256489.1119,2631955.125,14,264
256414.9632,2631893.655,17,164
256404.0528,2631851.289,27,191
256370.7743,2631794.672,14,166
256388.7545,2631748.163,18,206
256383.6025,2631847.976,18,110
256342.4201,2631824.625,23,128
256349.7009,2631754.361,23,234
256366.8189,2631759.613,23,251
256335.2485,2631804.467,18,340
256311.0609,2631779.057,27,308
256280.8805,2631803.499,27,210
256264.602,2631848.096,14,77
256270.936,2631818.515,27,26
256458.5754,2631861.452,17,504
256172.2795,2631912.48,14,407
256210.0574,2631939.545,14,737
256259.7395,2631958.986,14,879
256224.6025,2631894.977,14,352
256265.1002,2631877.674,18,359
256242.1791,2631824.54,18,321
256162.8446,2631860.891,18,387
256216.701,2631928.352,23,268
256118.1216,2631930.014,23,548
256229.8863,2631905.969,23,421
256200.2898,2631862.144,23,372
256174.7505,2631962.302,23,554
256066.4962,2631892.101,23,580
256156.3346,2631873.966,14,608
256146.9186,2631920.331,14,380
256069.0079,2631938.265,23,215
256125.4098,2631854.209,17,274
256044.9115,2631918.283,20,250
256102.8212,2631826.888,17,298
256085.5657,2631910.284,9,234
255946.5087,2631827.639,17,226
255997.3994,2631725.17,17,67
256092.5633,2631823.293,14,240
256046.5016,2631812.989,18,102
256101.2114,2631834.228,14,110
256195.9608,2631804.93,14,275
256218.2924,2631823.058,14,183
256280.041,2631753.65,23,140
256266.4823,2631753.878,21,82
256239.4198,2631763.642,18,75
256196.5284,2630833.58,18,125
256245.7519,2631733.95,14,105
256167.5919,2631737.15,18,83
256149.9437,2631700.437,14,113
256139.1593,2631665.604,14,112
256037.5873,2631689.477,14,135
256145.1899,2631720.906,14,125
255964.2306,2631771.936,18,225
256027.659,2631802.225,18,197
256105.9582,2631710.487,17,44
255997.3377,2631721.514,14,45
256036.9338,2631650.706,24,168
256056.9988,2631727.933,14,54
256006.0561,2631730.565,14,42
256053.2526,2631711.375,18,48
255997.2126,2631714.092,18,64
256021.2545,2631724.768,18,43
255996.0621,2631645.854,21,80
255954.2131,2631679.802,2,110
255854.3958,2631710.961,18,214
255928.363,2631761.46,21,627
255863.6878,2631657.284,27,10
255772.8713,2631714.22,17,183
255820.4181,2631709.761,23,396
255748.2263,2631764.499,14,76
255872.1169,2631854.712,14,189
256877.2659,2631490.632,27,103
256816.7179,2631528.548,14,171
255046.6347,2631480.831,14,78
255012.5306,2631472.211,14,146
254968.5296,2631583.764,17,331
255093.5738,2631542.865,14,345
254878.0162,2631459.751,14,292
254909.9584,2631437.048,11,440
254846.3999,2631399.341,14,499
254786.0117,2631446.461,20,285
254949.0044,2631436.387,18,151
255015.1906,2631328.114,23,182
254682.9074,2631379.949,18,99
254754.3651,2631384.279,15,271
254729.3473,2631412.405,18,239
254723.2475,2631353.336,18,270
254665.7829,2631470.66,18,390
254661.2221,2631406.135,14,92
254706.1565,2631446.041,23,295
254729.9222,2631344.026,18,366
254647.4752,2631395.287,18,110
254674.0382,2631356.054,18,207
254713.1164,2631357.276,18,259
254665.6003,2631363.621,18,307
254656.4176,2631321.226,18,211
254672.3804,2631258.238,18,219
254634.952,2631360.373,17,43
254669.0028,2631359.796,18,318
254675.0742,2631320.91,18,231
254638.8576,2631386.236,23,83
254656.8251,2631345.265,18,94
254615.8259,2631332.995,18,60
254559.3164,2631308.135,18,112
254561.1435,2631313.644,14,54
254578.748,2631149.016,18,127
254565.9272,2631295.058,9,105
254518.4748,2631305.171,23,82
254492.6419,2631285.22,23,62
254536.3801,2631260.543,25,40
254523.7387,2631212.667,29,136
254420.6197,2631247.659,27,151
254363.493,2631084.298,14,68
254093.8034,2630919.006,18,166
254122.3416,2630900.016,23,31
254109.4183,2630835.633,18,52
254052.9586,2630915.932,18,62
254103.3401,2630880.06,14,60
254058.873,2630963.923,14,34
254147.7137,2630790.659,18,134
254078.3622,2630808.459,24,129
254034.7808,2630746.37,23,97
253994.4773,2630673.145,24,280
253921.158,2630661.537,21,99
253957.9394,2630725.514,18,113
253900.2579,2630733.918,18,77
254171.3723,2630880.678,15,93
254018.9779,2630818.665,23,39
254031.0946,2630829.54,14,43
253953.3356,2630856.68,23,337
254008.5625,2630805.877,23,9
253972.4092,2630874.861,16,125
253968.2218,2630832.492,23,269
253961.4221,2630930.452,18,60
254022.8207,2630840.761,18,73
254017.0018,2630702.348,18,10
253996.0771,2630767.306,23,269
254006.2423,2630765.36,18,261
253951.5559,2630649.939,21,343
253977.9536,2630703.012,18,409
253897.9676,2630695.174,23,327
253927.956,2630563.466,18,223
254033.3073,2630659.631,18,235
253932.4898,2630626.218,18,462
253933.4001,2630583.762,14,199
253917.5111,2630644.977,14,101
